% Início da serie dia 22/08às 08:00 horas
% Caravelas - Estação A - Quadratura 
  1.0000000e+001 -5.0000000e-001  2.5000163e+001  3.3483276e+001  1.0222216e+003  3.0147721e-001  4.9550852e-002
  1.0000000e+001 -6.0000000e-001  2.5005426e+001  3.3511560e+001  1.0222462e+003  2.7022758e-001  6.0059679e-002
  1.0000000e+001 -7.0000000e-001  2.5009882e+001  3.3519013e+001  1.0222554e+003  2.2715901e-001  3.6114015e-002
  1.0000000e+001 -8.0000000e-001  2.5010001e+001  3.3529371e+001  1.0222680e+003  1.5108137e-001  1.5310889e-002
  1.0000000e+001 -9.0000000e-001  2.5010000e+001  3.3536288e+001  1.0222781e+003  1.3413188e-001 -1.4792482e-002
  1.0000000e+001 -1.0000000e+000  2.5010000e+001  3.3530000e+001  1.0222783e+003  0.0000000e+000  0.0000000e+000
  1.0500000e+001  0.0000000e+000  2.4990000e+001  3.3360000e+001  1.0221072e+003  8.9100652e-002  4.5399050e-002
  1.0500000e+001 -1.0000000e-001  2.5135883e+001  3.3218813e+001  1.0219613e+003 -8.5683253e-003  4.1068663e-002
  1.0500000e+001 -2.0000000e-001  2.5126303e+001  3.3223569e+001  1.0219725e+003  2.4631468e-001  7.0773942e-002
  1.0500000e+001 -3.0000000e-001  2.5018660e+001  3.3279171e+001  1.0220517e+003  2.4539622e-001  6.4472459e-002
  1.0500000e+001 -4.0000000e-001  2.5019912e+001  3.3275543e+001  1.0220533e+003  2.1505952e-001  4.9237707e-002
  1.0500000e+001 -5.0000000e-001  2.5019996e+001  3.3300429e+001  1.0220768e+003  1.7605379e-001  5.4085931e-002
  1.0500000e+001 -6.0000000e-001  2.5020157e+001  3.3344459e+001  1.0221147e+003  1.6500414e-001  3.7093883e-002
  1.0500000e+001 -7.0000000e-001  2.5026241e+001  3.3398834e+001  1.0221587e+003  7.8172646e-002  9.4260155e-003
  1.0500000e+001 -8.0000000e-001  2.5044711e+001  3.3505781e+001  1.0222386e+003  5.2830118e-002 -2.1702635e-002
  1.0500000e+001 -9.0000000e-001  2.5049803e+001  3.3548781e+001  1.0222742e+003  2.8694374e-002 -5.1588350e-002
  1.0500000e+001 -1.0000000e+000  2.5050000e+001  3.3590000e+001  1.0223100e+003  0.0000000e+000  0.0000000e+000
  1.1000000e+001  0.0000000e+000  2.5100000e+001  3.3310000e+001  1.0220362e+003 -1.3155697e-001  4.7882820e-002
  1.1000000e+001 -1.0000000e-001  2.5163240e+001  3.3246343e+001  1.0219736e+003 -9.0210836e-002  1.9708983e-002
  1.1000000e+001 -2.0000000e-001  2.5175213e+001  3.3241178e+001  1.0219707e+003 -1.6727867e-001  4.1438096e-002
  1.1000000e+001 -3.0000000e-001  2.5052824e+001  3.3344718e+001  1.0220905e+003 -2.1572088e-001  4.5808991e-002
  1.1000000e+001 -4.0000000e-001  2.5039906e+001  3.3408560e+001  1.0221472e+003 -2.6523870e-001  4.1750278e-002
  1.1000000e+001 -5.0000000e-001  2.5030022e+001  3.3474603e+001  1.0222046e+003 -3.0484105e-001  3.0642540e-002
  1.1000000e+001 -6.0000000e-001  2.5054050e+001  3.3547195e+001  1.0222567e+003 -3.2506496e-001  5.1890107e-002
  1.1000000e+001 -7.0000000e-001  2.5059833e+001  3.3625059e+001  1.0223184e+003 -3.7534172e-001  4.4101511e-002
  1.1000000e+001 -8.0000000e-001  2.5060013e+001  3.3676892e+001  1.0223620e+003 -3.8609405e-001  1.8585451e-002
  1.1000000e+001 -9.0000000e-001  2.5061167e+001  3.4381423e+001  1.0228968e+003 -3.7871815e-001 -8.4779784e-003
  1.1000000e+001 -1.0000000e+000  2.5090000e+001  3.3740000e+001  1.0224098e+003  0.0000000e+000  0.0000000e+000
  1.1500000e+001  0.0000000e+000  2.5670000e+001  3.3380000e+001  1.0219153e+003 -4.9992385e-001  8.7262032e-003
  1.1500000e+001 -1.0000000e-001  2.5263854e+001  3.3512443e+001  1.0221438e+003 -4.9995783e-001 -3.1303996e-002
  1.1500000e+001 -2.0000000e-001  2.5135241e+001  3.3553184e+001  1.0222180e+003 -4.9662635e-001  4.2146989e-002
  1.1500000e+001 -3.0000000e-001  2.5098316e+001  3.3584416e+001  1.0222573e+003 -4.6600064e-001  5.4466629e-002
  1.1500000e+001 -4.0000000e-001  2.5097751e+001  3.3590449e+001  1.0222665e+003 -4.5740088e-001  5.6283792e-002
  1.1500000e+001 -5.0000000e-001  2.5072916e+001  3.3636521e+001  1.0223133e+003 -4.6702728e-001  6.0221292e-002
  1.1500000e+001 -6.0000000e-001  2.5060236e+001  3.3676359e+001  1.0223517e+003 -4.8930992e-001  3.4593737e-002
  1.1500000e+001 -7.0000000e-001  2.5054536e+001  3.3710493e+001  1.0223836e+003 -5.3171272e-001 -5.2318557e-003
  1.1500000e+001 -8.0000000e-001  2.5065675e+001  3.3857377e+001  1.0224956e+003 -5.4404756e-001 -3.9815097e-002
  1.1500000e+001 -9.0000000e-001  2.5080694e+001  3.3905562e+001  1.0225319e+003 -5.1426105e-001 -7.8142738e-002
  1.1500000e+001 -1.0000000e+000  2.5080000e+001  3.3910000e+001  1.0225399e+003  0.0000000e+000  0.0000000e+000
  1.2000000e+001  0.0000000e+000  2.5640000e+001  3.3930000e+001  1.0223394e+003 -8.0950657e-001 -2.8268592e-002
  1.2000000e+001 -1.0000000e-001  2.5437460e+001  3.3950770e+001  1.0224216e+003 -8.0021572e-001 -2.6811401e-002
  1.2000000e+001 -2.0000000e-001  2.5329309e+001  3.3959286e+001  1.0224655e+003 -8.0582511e-001 -2.7708031e-002
  1.2000000e+001 -3.0000000e-001  2.5329372e+001  3.3980826e+001  1.0224860e+003 -8.1591354e-001 -2.1680569e-002
  1.2000000e+001 -4.0000000e-001  2.5261794e+001  3.3982220e+001  1.0225120e+003 -7.8166778e-001  5.2136652e-002
  1.2000000e+001 -5.0000000e-001  2.5149319e+001  3.4040620e+001  1.0225947e+003 -7.6366716e-001  2.1834673e-002
  1.2000000e+001 -6.0000000e-001  2.5138995e+001  3.4051736e+001  1.0226106e+003 -7.1543521e-001  1.2603925e-002
  1.2000000e+001 -7.0000000e-001  2.5140290e+001  3.4056719e+001  1.0226183e+003 -6.8411503e-001  2.3639345e-002
  1.2000000e+001 -8.0000000e-001  2.5107502e+001  3.4093121e+001  1.0226602e+003 -6.2443011e-001  2.0203205e-003
  1.2000000e+001 -9.0000000e-001  2.5100140e+001  3.4090160e+001  1.0226645e+003 -5.9887371e-001  1.1615268e-002
  1.2000000e+001 -1.0000000e+000  2.5100000e+001  3.4100000e+001  1.0226763e+003  0.0000000e+000  0.0000000e+000
  1.2500000e+001  0.0000000e+000  2.5300000e+001  3.4550000e+001  1.0229117e+003 -9.5868435e-001 -5.0242518e-002
  1.2500000e+001 -1.0000000e-001  2.5260413e+001  3.4500586e+001  1.0228907e+003 -9.5866957e-001 -5.0241743e-002
  1.2500000e+001 -2.0000000e-001  2.5250338e+001  3.4509591e+001  1.0229048e+003 -9.5868087e-001 -5.0242336e-002
  1.2500000e+001 -3.0000000e-001  2.5250062e+001  3.4520393e+001  1.0229174e+003 -9.5864623e-001 -5.0240520e-002
  1.2500000e+001 -4.0000000e-001  2.5250443e+001  3.4509139e+001  1.0229130e+003 -9.5821997e-001 -5.0218181e-002
  1.2500000e+001 -5.0000000e-001  2.5239806e+001  3.4540362e+001  1.0229441e+003 -9.1413929e-001 -4.7908010e-002
  1.2500000e+001 -6.0000000e-001  2.5239983e+001  3.4539656e+001  1.0229478e+003 -8.3733706e-001 -4.3882976e-002
  1.2500000e+001 -7.0000000e-001  2.5239999e+001  3.4539425e+001  1.0229519e+003 -7.8794501e-001 -4.1294448e-002
  1.2500000e+001 -8.0000000e-001  2.5240000e+001  3.4538602e+001  1.0229555e+003 -6.9720229e-001 -3.6538824e-002
  1.2500000e+001 -9.0000000e-001  2.5240000e+001  3.4550115e+001  1.0229685e+003 -6.4912066e-001 -3.4018972e-002
  1.2500000e+001 -1.0000000e+000  2.5240000e+001  3.4550000e+001  1.0229727e+003  0.0000000e+000  0.0000000e+000
  1.3000000e+001  0.0000000e+000  2.5440000e+001  3.4830000e+001  1.0230802e+003 -1.0285884e+000 -5.3906035e-002
  1.3000000e+001 -1.0000000e-001  2.5439996e+001  3.4820183e+001  1.0230771e+003 -1.0292242e+000 -5.3939355e-002
  1.3000000e+001 -2.0000000e-001  2.5439912e+001  3.4820030e+001  1.0230812e+003 -1.0287122e+000 -5.3912521e-002
  1.3000000e+001 -3.0000000e-001  2.5430880e+001  3.4820050e+001  1.0230883e+003 -1.0297498e+000 -5.3966898e-002
  1.3000000e+001 -4.0000000e-001  2.5439792e+001  3.4820813e+001  1.0230903e+003 -9.6572937e-001 -5.0611731e-002
  1.3000000e+001 -5.0000000e-001  2.5430544e+001  3.4818405e+001  1.0230956e+003 -9.4721330e-001 -4.9641345e-002
  1.3000000e+001 -6.0000000e-001  2.5427988e+001  3.4819843e+001  1.0231017e+003 -8.7874818e-001 -4.6053240e-002
  1.3000000e+001 -7.0000000e-001  2.5429769e+001  3.4819675e+001  1.0231052e+003 -8.3923366e-001 -4.3982373e-002
  1.3000000e+001 -8.0000000e-001  2.5429006e+001  3.4811239e+001  1.0231034e+003 -7.7225120e-001 -4.0471970e-002
  1.3000000e+001 -9.0000000e-001  2.5440633e+001  3.4820803e+001  1.0231112e+003 -6.9257711e-001 -3.6296428e-002
  1.3000000e+001 -1.0000000e+000  2.5440000e+001  3.4820000e+001  1.0231151e+003  0.0000000e+000  0.0000000e+000
  1.3500000e+001  0.0000000e+000  2.5830000e+001  3.5390000e+001  1.0233825e+003 -9.7865694e-001 -5.1289237e-002
  1.3500000e+001 -1.0000000e-001  2.5849971e+001  3.5409811e+001  1.0233955e+003 -9.2653244e-001 -4.8557508e-002
  1.3500000e+001 -2.0000000e-001  2.5839708e+001  3.5399540e+001  1.0233952e+003 -1.0313997e+000 -5.4053367e-002
  1.3500000e+001 -3.0000000e-001  2.5858969e+001  3.5400098e+001  1.0233938e+003 -1.0315456e+000 -5.4061013e-002
  1.3500000e+001 -4.0000000e-001  2.5880797e+001  3.5430241e+001  1.0234141e+003 -9.1256738e-001 -4.7825630e-002
  1.3500000e+001 -5.0000000e-001  2.5890639e+001  3.5441375e+001  1.0234237e+003 -9.1642781e-001 -4.8027946e-002
  1.3500000e+001 -6.0000000e-001  2.5907090e+001  3.5455930e+001  1.0234338e+003 -8.5871271e-001 -4.5003226e-002
  1.3500000e+001 -7.0000000e-001  2.5920095e+001  3.5479684e+001  1.0234519e+003 -8.3845688e-001 -4.3941663e-002
  1.3500000e+001 -8.0000000e-001  2.5918980e+001  3.5477832e+001  1.0234551e+003 -8.1840122e-001 -4.2890590e-002
  1.3500000e+001 -9.0000000e-001  2.5927653e+001  3.5478464e+001  1.0234571e+003 -7.2046984e-001 -3.7758224e-002
  1.3500000e+001 -1.0000000e+000  2.5940000e+001  3.5460000e+001  1.0234436e+003  0.0000000e+000  0.0000000e+000
  1.4000000e+001  0.0000000e+000  2.5880000e+001  3.5750000e+001  1.0236387e+003 -8.8945784e-001  3.1060552e-002
  1.4000000e+001 -1.0000000e-001  2.5850000e+001  3.5770000e+001  1.0236675e+003 -8.8341238e-001  4.6367199e-002
  1.4000000e+001 -2.0000000e-001  2.5860000e+001  3.5750000e+001  1.0236535e+003 -8.7420648e-001  1.4081337e-002
  1.4000000e+001 -3.0000000e-001  2.5860000e+001  3.5750000e+001  1.0236579e+003 -8.9091099e-001  1.2358187e-002
  1.4000000e+001 -4.0000000e-001  2.5840000e+001  3.5760000e+001  1.0236759e+003 -8.3890983e-001  1.6559337e-002
  1.4000000e+001 -5.0000000e-001  2.5840000e+001  3.5750000e+001  1.0236727e+003 -8.5661649e-001  1.8725139e-002
  1.4000000e+001 -6.0000000e-001  2.5830000e+001  3.5760000e+001  1.0236876e+003 -8.3521515e-001 -2.8981460e-003
  1.4000000e+001 -7.0000000e-001  2.5840000e+001  3.5750000e+001  1.0236813e+003 -8.2200029e-001 -7.2269772e-004
  1.4000000e+001 -8.0000000e-001  2.5830000e+001  3.5760000e+001  1.0236962e+003 -7.9178528e-001  1.6120528e-002
  1.4000000e+001 -9.0000000e-001  2.5830000e+001  3.5760000e+001  1.0237005e+003 -7.1344745e-001 -1.6203470e-002
  1.4000000e+001 -1.0000000e+000  2.5830000e+001  3.5750000e+001  1.0236973e+003  0.0000000e+000  0.0000000e+000
  1.4500000e+001  0.0000000e+000  2.5960000e+001  3.5800000e+001  1.0236515e+003 -8.1887622e-001  4.2915484e-002
  1.4500000e+001 -1.0000000e-001  2.5969961e+001  3.5800045e+001  1.0236529e+003 -8.5069679e-001  4.7378052e-002
  1.4500000e+001 -2.0000000e-001  2.5969990e+001  3.5780546e+001  1.0236426e+003 -7.8834350e-001  4.2773339e-002
  1.4500000e+001 -3.0000000e-001  2.5969882e+001  3.5791860e+001  1.0236555e+003 -7.9965487e-001  3.3679798e-002
  1.4500000e+001 -4.0000000e-001  2.5967635e+001  3.5779379e+001  1.0236512e+003 -7.8231018e-001  1.7572431e-002
  1.4500000e+001 -5.0000000e-001  2.5971293e+001  3.5801934e+001  1.0236715e+003 -7.5361430e-001  2.0187803e-002
  1.4500000e+001 -6.0000000e-001  2.5970167e+001  3.5780767e+001  1.0236604e+003 -7.3257427e-001  2.6584913e-003
  1.4500000e+001 -7.0000000e-001  2.5971132e+001  3.5785174e+001  1.0236677e+003 -7.0423333e-001  2.6492327e-002
  1.4500000e+001 -8.0000000e-001  2.5964289e+001  3.5795065e+001  1.0236818e+003 -6.9802875e-001  1.0991135e-002
  1.4500000e+001 -9.0000000e-001  2.5958997e+001  3.5787842e+001  1.0236824e+003 -7.0883632e-001  3.7442609e-003
  1.4500000e+001 -1.0000000e+000  2.5970000e+001  3.5800000e+001  1.0236926e+003  0.0000000e+000  0.0000000e+000
  1.5000000e+001  0.0000000e+000  2.5960000e+001  3.5740000e+001  1.0236062e+003 -8.3884881e-001 -4.3962203e-002
  1.5000000e+001 -1.0000000e-001  2.5958247e+001  3.5731099e+001  1.0236046e+003 -8.2915619e-001 -4.3454234e-002
  1.5000000e+001 -2.0000000e-001  2.5932384e+001  3.5749167e+001  1.0236308e+003 -8.3083111e-001 -4.3542013e-002
  1.5000000e+001 -3.0000000e-001  2.5939615e+001  3.5742985e+001  1.0236284e+003 -8.1871922e-001 -4.2907256e-002
  1.5000000e+001 -4.0000000e-001  2.5936225e+001  3.5748874e+001  1.0236384e+003 -8.0241303e-001 -4.2052685e-002
  1.5000000e+001 -5.0000000e-001  2.5931345e+001  3.5760830e+001  1.0236535e+003 -7.6283658e-001 -3.9978571e-002
  1.5000000e+001 -6.0000000e-001  2.5920245e+001  3.5757717e+001  1.0236591e+003 -7.3180840e-001 -3.8352453e-002
  1.5000000e+001 -7.0000000e-001  2.5909380e+001  3.5775307e+001  1.0236803e+003 -6.7095730e-001 -3.5163382e-002
  1.5000000e+001 -8.0000000e-001  2.5910832e+001  3.5768051e+001  1.0236788e+003 -6.3912290e-001 -3.3495012e-002
  1.5000000e+001 -9.0000000e-001  2.5899794e+001  3.5769485e+001  1.0236879e+003 -5.2532533e-001 -2.7531134e-002
  1.5000000e+001 -1.0000000e+000  2.5900000e+001  3.5780000e+001  1.0237003e+003  0.0000000e+000  0.0000000e+000
  1.5500000e+001  0.0000000e+000  2.5950000e+001  3.5670000e+001  1.0235565e+003 -9.6000000e-001  0.0000000e+000
  1.5500000e+001 -1.0000000e-001  2.5937406e+001  3.5672533e+001  1.0235670e+003 -9.7671660e-001 -8.1765091e-003
  1.5500000e+001 -2.0000000e-001  2.5900201e+001  3.5716840e+001  1.0236168e+003 -9.3713311e-001 -1.0988950e-002
  1.5500000e+001 -3.0000000e-001  2.5914718e+001  3.5695544e+001  1.0236009e+003 -8.8847256e-001  1.3162361e-002
  1.5500000e+001 -4.0000000e-001  2.5902737e+001  3.5706362e+001  1.0236174e+003 -8.6143348e-001  1.4247944e-002
  1.5500000e+001 -5.0000000e-001  2.5891330e+001  3.5719022e+001  1.0236353e+003 -8.3745633e-001  1.6399343e-002
  1.5500000e+001 -6.0000000e-001  2.5870478e+001  3.5731358e+001  1.0236558e+003 -7.9442923e-001  2.5808444e-002
  1.5500000e+001 -7.0000000e-001  2.5851808e+001  3.5754075e+001  1.0236835e+003 -7.6250099e-001  3.9692184e-002
  1.5500000e+001 -8.0000000e-001  2.5855660e+001  3.5744516e+001  1.0236798e+003 -6.6306262e-001  5.4931569e-002
  1.5500000e+001 -9.0000000e-001  2.5831723e+001  3.5768467e+001  1.0237100e+003 -5.1879606e-001  3.5116175e-002
  1.5500000e+001 -1.0000000e+000  2.5840000e+001  3.5770000e+001  1.0237132e+003  0.0000000e+000  0.0000000e+000
  1.6000000e+001  0.0000000e+000  2.5870000e+001  3.5700000e+001  1.0236041e+003 -6.7906808e-001 -3.5588450e-002
  1.6000000e+001 -1.0000000e-001  2.5904774e+001  3.5675378e+001  1.0235795e+003 -7.1548509e-001 -2.5842231e-002
  1.6000000e+001 -2.0000000e-001  2.5904099e+001  3.5682808e+001  1.0235902e+003 -6.5262150e-001 -3.7588707e-002
  1.6000000e+001 -3.0000000e-001  2.5884731e+001  3.5687641e+001  1.0236048e+003 -6.4844923e-001 -4.5346939e-002
  1.6000000e+001 -4.0000000e-001  2.5839359e+001  3.5700664e+001  1.0236336e+003 -6.3620445e-001  1.2406493e-002
  1.6000000e+001 -5.0000000e-001  2.5834398e+001  3.5724626e+001  1.0236581e+003 -6.2890499e-001  1.3640906e-002
  1.6000000e+001 -6.0000000e-001  2.5774401e+001  3.5740838e+001  1.0236939e+003 -6.0134537e-001  3.1017928e-002
  1.6000000e+001 -7.0000000e-001  2.5836304e+001  3.5708138e+001  1.0236548e+003 -5.5792731e-001  2.9972553e-002
  1.6000000e+001 -8.0000000e-001  2.5738703e+001  3.5790682e+001  1.0237524e+003 -5.4783243e-001  5.0149489e-002
  1.6000000e+001 -9.0000000e-001  2.5778598e+001  3.5767849e+001  1.0237277e+003 -4.7156403e-001  7.1443464e-002
  1.6000000e+001 -1.0000000e+000  2.5770000e+001  3.5770000e+001  1.0237368e+003  0.0000000e+000  0.0000000e+000
  1.6500000e+001  0.0000000e+000  2.5530000e+001  3.5910000e+001  1.0238682e+003 -4.9885528e-001 -1.0603496e-001
  1.6500000e+001 -1.0000000e-001  2.5592121e+001  3.5867077e+001  1.0238216e+003 -5.0510592e-001 -1.2901611e-001
  1.6500000e+001 -2.0000000e-001  2.5769043e+001  3.5806728e+001  1.0237261e+003 -4.7728252e-001 -6.0567036e-002
  1.6500000e+001 -3.0000000e-001  2.5770301e+001  3.5799758e+001  1.0237256e+003 -4.5192524e-001 -4.4322282e-002
  1.6500000e+001 -4.0000000e-001  2.5725831e+001  3.5834023e+001  1.0237703e+003 -4.3587394e-001  3.3816965e-003
  1.6500000e+001 -5.0000000e-001  2.5673445e+001  3.5898037e+001  1.0238399e+003 -4.4062637e-001  2.9875653e-002
  1.6500000e+001 -6.0000000e-001  2.5649707e+001  3.5920236e+001  1.0238691e+003 -4.2681044e-001  4.6946439e-002
  1.6500000e+001 -7.0000000e-001  2.5649950e+001  3.5915322e+001  1.0238704e+003 -4.0965001e-001  6.4212890e-002
  1.6500000e+001 -8.0000000e-001  2.5650188e+001  3.5921426e+001  1.0238800e+003 -3.9257376e-001  7.5480811e-002
  1.6500000e+001 -9.0000000e-001  2.5608601e+001  3.5951804e+001  1.0239208e+003 -3.4788643e-001  7.5207140e-002
  1.6500000e+001 -1.0000000e+000  2.5610000e+001  3.5950000e+001  1.0239241e+003  0.0000000e+000  0.0000000e+000
  1.7000000e+001  0.0000000e+000  2.5630000e+001  3.5630000e+001  1.0236258e+003 -1.3714677e-001 -8.2406092e-002
  1.7000000e+001 -1.0000000e-001  2.5868860e+001  3.5652042e+001  1.0235735e+003 -1.6410705e-001 -8.9361425e-002
  1.7000000e+001 -2.0000000e-001  2.5769029e+001  3.5840793e+001  1.0237522e+003 -9.9970218e-002 -4.4022616e-002
  1.7000000e+001 -3.0000000e-001  2.5621623e+001  3.5959405e+001  1.0238928e+003 -8.6062935e-002  2.7354979e-003
  1.7000000e+001 -4.0000000e-001  2.5593962e+001  3.5987192e+001  1.0239277e+003 -7.9112699e-002  1.4617905e-002
  1.7000000e+001 -5.0000000e-001  2.5580043e+001  3.5988613e+001  1.0239383e+003 -7.1004831e-002  1.1628663e-002
  1.7000000e+001 -6.0000000e-001  2.5573782e+001  3.5992591e+001  1.0239484e+003 -8.1945313e-002  3.8537581e-002
  1.7000000e+001 -7.0000000e-001  2.5559933e+001  3.5989992e+001  1.0239559e+003 -4.5397694e-002  3.9241957e-002
  1.7000000e+001 -8.0000000e-001  2.5559937e+001  3.5987478e+001  1.0239593e+003 -2.7342053e-002  5.5238621e-002
  1.7000000e+001 -9.0000000e-001  2.5560183e+001  3.5989937e+001  1.0239663e+003 -2.9557299e-002  5.0818458e-002
  1.7000000e+001 -1.0000000e+000  2.5570000e+001  3.5990000e+001  1.0239685e+003  0.0000000e+000  0.0000000e+000

